NodeName,FLOPs,WeightMemory[MB],OutMemory[MB],NextNodeName,EdgeDataSize[MB]
/model.4/cv2/act/Sigmoid,314572800.0,0,19.6608,/model.4/cv2/act/Sigmoid_output_0_QuantizeLinear,19.6608
/model.4/cv2/act/Mul,9830400.0,0,19.6608,/model.4/cv2/act/Mul_output_0_QuantizeLinear,19.6608
/model.4/cv2/act/Mul_output_0_QuantizeLinear,19660800.0,4.9999999999999996e-06,4.9152,/model.4/cv2/act/Mul_output_0_DequantizeLinear,4.9152
/model.4/cv2/act/Mul_output_0_DequantizeLinear,19660800.0,4.9999999999999996e-06,19.6608,/model.5/conv/Conv,19.6608,/model.15/Concat,19.6608
/model.5/conv/Conv,16989388800.0,5.311501,4.9152,/model.5/conv/Conv_output_0_QuantizeLinear,4.9152
/model.15/Concat,0.0,0,39.3216,/model.15/Concat_output_0_QuantizeLinear,39.3216
/model.15/Concat_output_0_QuantizeLinear,39321600.0,4.9999999999999996e-06,9.8304,/model.15/Concat_output_0_DequantizeLinear,9.8304
/model.15/Concat_output_0_DequantizeLinear,39321600.0,4.9999999999999996e-06,39.3216,/model.16/cv1/conv/Conv,39.3216
/model.16/cv1/conv/Conv,7554662400.0,0.591373,9.8304,/model.16/cv1/conv/Conv_output_0_QuantizeLinear,9.8304
/model.16/cv1/conv/Conv_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.16/cv1/conv/Conv_output_0_DequantizeLinear,2.4576
/model.16/cv1/conv/Conv_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.16/cv1/act/Sigmoid,9.8304,/model.16/cv1/act/Mul,9.8304
/model.16/cv1/act/Sigmoid,157286400.0,0,9.8304,/model.16/cv1/act/Sigmoid_output_0_QuantizeLinear,9.8304
/model.16/cv1/act/Mul,4915200.0,0,9.8304,/model.16/cv1/act/Mul_output_0_QuantizeLinear,9.8304
/model.16/cv1/act/Mul_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.16/cv1/act/Mul_output_0_DequantizeLinear,2.4576
/model.16/cv1/act/Mul_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.16/Split,9.8304
/model.16/Split,0.0,1.6e-05,9.8304,/model.16/Split_output_0_QuantizeLinear,4.9152,/model.16/Split_output_1_QuantizeLinear,4.9152
/model.16/Split_output_0_QuantizeLinear,4915200.0,4.9999999999999996e-06,1.2288,/model.16/Split_output_0_DequantizeLinear,1.2288
/model.16/Split_output_1_QuantizeLinear,4915200.0,4.9999999999999996e-06,1.2288,/model.16/Split_output_1_DequantizeLinear,1.2288
/model.16/Split_output_1_DequantizeLinear,4915200.0,4.9999999999999996e-06,4.9152,/model.16/m.0/cv1/conv/Conv,4.9152,/model.16/m.0/cv2/conv/Conv,4.9152,/model.16/Concat,4.9152
/model.16/m.0/cv1/conv/Conv,237158400.0,0.018829000000000002,2.4576,/model.16/m.0/cv1/conv/Conv_output_0_QuantizeLinear,2.4576
/model.16/m.0/cv2/conv/Conv,237158400.0,0.018829000000000002,2.4576,/model.16/m.0/cv2/conv/Conv_output_0_QuantizeLinear,2.4576
/model.16/Concat,0.0,0,19.6608,/model.16/Concat_output_0_QuantizeLinear,19.6608
/model.16/Concat_output_0_QuantizeLinear,19660800.0,4.9999999999999996e-06,4.9152,/model.16/Concat_output_0_DequantizeLinear,4.9152
/model.16/Concat_output_0_DequantizeLinear,19660800.0,4.9999999999999996e-06,19.6608,/model.16/cv2/conv/Conv,19.6608
/model.16/cv2/conv/Conv,3779788800.0,0.296461,9.8304,/model.16/cv2/conv/Conv_output_0_QuantizeLinear,9.8304
/model.16/cv2/conv/Conv_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.16/cv2/conv/Conv_output_0_DequantizeLinear,2.4576
/model.16/cv2/conv/Conv_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.16/cv2/act/Sigmoid,9.8304,/model.16/cv2/act/Mul,9.8304
/model.16/cv2/act/Sigmoid,157286400.0,0,9.8304,/model.16/cv2/act/Sigmoid_output_0_QuantizeLinear,9.8304
/model.16/cv2/act/Mul,4915200.0,0,9.8304,/model.16/cv2/act/Mul_output_0_QuantizeLinear,9.8304
/model.16/cv2/act/Mul_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.16/cv2/act/Mul_output_0_DequantizeLinear,2.4576
/model.16/cv2/act/Mul_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.17/conv/Conv,9.8304,/model.23/proto/cv1/conv/Conv,9.8304,/model.23/cv4.0/cv4.0.0/conv/Conv,9.8304,/model.23/cv2.0/cv2.0.0/conv/Conv,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv,9.8304
/model.17/conv/Conv,4247961600.0,1.328653,2.4576,/model.17/conv/Conv_output_0_QuantizeLinear,2.4576
/model.23/proto/cv1/conv/Conv,16991846400.0,1.328653,9.8304,/model.23/proto/cv1/conv/Conv_output_0_QuantizeLinear,9.8304
/model.23/cv4.0/cv4.0.0/conv/Conv,4247961600.0,0.332173,2.4576,/model.23/cv4.0/cv4.0.0/conv/Conv_output_0_QuantizeLinear,2.4576
/model.23/cv2.0/cv2.0.0/conv/Conv,4247961600.0,0.332173,2.4576,/model.23/cv2.0/cv2.0.0/conv/Conv_output_0_QuantizeLinear,2.4576
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv,49152000.0,0.005005,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Sigmoid,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Sigmoid,157286400.0,0,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Sigmoid_output_0_QuantizeLinear,9.8304
