,/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv2.0/cv2.0.1/conv/Conv,/model.23/cv2.1/cv2.1.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,Error
260,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26995369642972944
261,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1664728417992592
262,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3017244040966034
263,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.14842998310923577
264,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2113323137164116
265,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.28007836639881134
266,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3044066414237022
267,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1593309983611107
268,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.30460752844810485
269,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.26746568381786345
270,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.08797324821352959
271,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2637841209769249
272,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.16311756819486617
273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.20158472657203674
274,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2906642973423004
275,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.15651654452085495
276,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.16550668179988862
277,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.31008250564336776
278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.08532579392194747
279,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15344592332839965
280,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.28436553478240967
281,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1678579717874527
282,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05616081766784191
283,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.26504354178905487
284,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.28049551099538805
285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.20461158454418182
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16391375735402108
287,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2839314788579941
288,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.16124709695577621
289,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3003077402710915
290,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.28806213438510897
291,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16252604573965074
292,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2874116599559784
293,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2841784730553627
294,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3004771664738655
295,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28751308023929595
296,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2874444603919983
297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04974575899541378
298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07821868360042572
299,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2982065945863724
300,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09620228931307792
301,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.16010722070932387
302,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.16781337261199952
303,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.17414292991161345
304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15723228603601455
305,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1666203558444977
306,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2985343262553215
307,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.20651266872882842
308,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20438374429941178
309,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2167382061481476
310,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.22521265894174575
311,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2978303521871567
312,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.23352878987789155
313,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.27746895998716353
314,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3109049737453461
315,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1521422043442726
316,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05411745421588421
317,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2930622547864914
318,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.29448299258947375
319,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16295068860054016
320,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20643342137336732
321,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.27240814864635465
322,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.30662878751754763
323,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.16099439039826394
324,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.16454203575849533
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04240460880100727
326,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3040448859333992
327,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2067112073302269
328,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.15993158742785454
329,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2907624125480652
330,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06344223208725452
331,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.15606966093182564
332,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17041652873158455
333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.156190824508667
334,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.30131173580884935
335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28380032181739806
336,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.301593604683876
337,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.29041912108659745
338,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3095433428883553
339,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.28588334619998934
340,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09640714377164841
341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.16748470216989517
342,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09834736809134484
343,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1560463711619377
344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2864514455199242
345,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2865547642111778
346,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17558358013629913
347,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.16463696956634521
348,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.28304614275693896
349,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1733589679002762
350,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07975098639726638
351,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.29290500581264495
352,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2942736819386482
353,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3079065531492233
354,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.28379991799592974
355,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.16258012503385544
356,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.30388757437467573
357,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22433738261461258
358,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28249973207712176
359,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2899819195270538
360,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2821637004613876
361,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3071732044219971
362,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1744755044579506
363,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2624075159430504
364,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0752146601676941
365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.15028080120682716
366,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.292354953289032
367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19974559247493745
368,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.282330721616745
369,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21096391826868058
370,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.31537173986434935
371,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2985267177224159
372,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.10002145767211915
373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1462792530655861
374,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.286638979613781
375,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3065896615386009
376,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.313575354218483
377,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3024452179670334
378,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2851072266697884
379,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06540289744734765
380,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.28373920917510986
381,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05268588550388813
382,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.20670879185199736
383,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.30760606825351716
384,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.30272316485643386
385,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2218210980296135
386,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04938957840204239
387,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.29435684233903886
388,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.30510366410017015
389,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.30639474987983706
390,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2897234886884689
391,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2815979689359665
392,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2852697014808655
393,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.31475857794284823
394,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2915972650051117
395,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16371842473745346
396,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1516046404838562
397,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1658202588558197
398,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.28154916167259214
399,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04621043317019939
400,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3055789485573769
401,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.21638051867485047
402,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2653983265161514
403,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2934019908308983
404,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.23442177772521972
405,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1640268698334694
406,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20475301295518875
407,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3143240809440613
408,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2680042669177055
409,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.28537786900997164
410,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.30298747420310973
411,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.22479470819234848
412,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.22853271961212157
413,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.28527014404535295
414,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2666275560855865
415,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.30994329750537875
416,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.17973355650901796
417,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2644739717245102
418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07855650931596755
419,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2656667739152908
420,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30897424221038816
421,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10699974596500397
422,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3019492715597153
423,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.21876126378774643
424,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.14896461442112924
425,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.15916406512260436
426,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2644106835126877
427,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2943247377872467
428,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.31949314177036287
429,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3121877610683441
430,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14340164884924889
431,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.23422132879495622
432,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.30088774859905243
433,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.28558140993118286
434,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21918445080518723
435,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2967535272240639
436,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3025509104132652
437,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27120166420936587
438,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.21750450730323792
439,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.29183726459741594
440,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15400477796792983
441,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2907723128795624
442,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29241932183504105
443,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.17474767118692397
444,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.17387365847826003
445,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.31224729120731354
446,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2825679063796997
447,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.268653130531311
448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.30670886039733886
449,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14879270941019057
450,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.30358161181211474
451,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.264441779255867
452,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.30417412966489793
453,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.30190728455781934
454,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.31316154450178146
455,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.30612400472164153
456,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19950329661369323
457,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29487823992967604
458,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1665044054389
459,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2667964279651642
460,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14644814655184746
461,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08262729495763779
462,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.29696886986494064
463,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.21674804091453553
464,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.10018289461731911
465,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16068170443177224
466,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1595986232161522
467,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15749333202838897
468,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.29696786403656006
469,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.22445143163204193
470,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.10978668332099914
471,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.22499220222234725
472,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0927728295326233
473,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.30423632711172105
474,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1664666473865509
475,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2781241700053215
476,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.1776888072490692
477,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2239216759800911
478,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06541959829628467
479,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1565866783261299
480,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.10899386554956436
481,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.28800255060195923
482,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3065009668469429
483,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1260102815926075
484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19494691863656044
485,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.30983357280492785
486,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.15990248396992685
487,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28772407174110415
488,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2872106358408928
489,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.22172879576683044
490,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1570734515786171
491,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.30679136514663696
492,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.30635136663913726
493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2066246047616005
494,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.31208171546459196
495,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2887499526143074
496,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.22599944174289704
497,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.30398126542568205
498,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3105218231678009
499,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.10441588163375855
500,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.28492183685302735
501,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.12071603238582611
502,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.15618380680680274
503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3080883979797363
504,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3013762950897217
505,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29730494022369386
506,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10297116860747338
507,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.22700404673814772
508,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11290871724486351
509,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.30514216870069505
510,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.17767321765422822
511,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.27315543591976166
512,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3016142651438713
513,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2846155732870102
514,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.288526751101017
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04942377470433712
516,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17792222201824187
517,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3000137582421303
518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05527547858655453
519,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.30779638290405276
520,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.29667501598596574
521,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.28492466509342196
522,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07167978100478649
523,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.08814859688282013
524,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.28460932374000547
525,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2300213322043419
526,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15763086155056955
527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.059807149693369865
528,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1769781567156315
529,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.160803385078907
530,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.21657914370298387
