,/model.1/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv2.0/cv2.0.1/conv/Conv,/model.23/cv2.1/cv2.1.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.5/conv/Conv,Error
254,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.027772532543167472
255,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1532669411972165
256,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15054379682987928
257,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.15223103128373622
258,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.07093263696879148
259,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.056289332127198576
260,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1513883974403143
261,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06763961976394058
262,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15112024107947947
263,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.06001826049759984
264,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.034021320613101126
265,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.15099683981388806
266,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1565634310245514
267,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.07146974150091409
268,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.15224326811730862
269,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.151930018234998
270,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0758474781177938
271,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.15163883846253157
272,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.06736562396399677
273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.05745725869201124
274,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.1494484692811966
275,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.027797983819618823
276,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.04063183963298798
277,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.15558150671422483
278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.07533767838031054
279,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.027300002239644527
280,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.15319817550480366
281,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.024687780113890768
282,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02868541460484266
283,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15056956876069308
284,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1536918755620718
285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06458797855302692
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.055624826718121766
287,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15798471197485925
288,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06111753941513598
289,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15355060026049613
290,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1536023893393576
291,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07810824988409877
292,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15342327067628503
293,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14694076720625163
294,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15398252066224813
295,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15015719067305328
296,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1535979274660349
297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.027545037865638732
298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06819656076841056
299,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.15582488682121037
300,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.02653693265747279
301,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.038347193878144024
302,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07170150852762162
303,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.06176004777662456
304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.008794614241924136
305,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.037175757437944414
306,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14849939104169607
307,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03621800648979843
308,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.028775874385610224
309,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013397635461296886
310,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.03639394738711417
311,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1518059166148305
312,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.07130107088014484
313,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1512495362199843
314,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.15412368346005678
315,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.06604834371246397
316,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.030219095293432474
317,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.1504843845963478
318,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15744606126099825
319,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.03602680102922022
320,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.020091293647419663
321,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15695298193022608
322,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15205620974302292
323,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.028980078222230077
324,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.020582723105326294
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05490068788640201
326,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.15791629087179898
327,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06838225354440511
328,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.026928850309923293
329,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15382166467607022
330,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06105976519174874
331,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.022823780449107288
332,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.027701366087421776
333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07085811933502555
334,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15435896860435605
335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1495044505223632
336,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.14981380626559257
337,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15643235705792904
338,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15345834139734507
339,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15110536459833385
340,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.022231530398130417
341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.05681400927715004
342,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.05938875693827868
343,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03057985450141132
344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15752628725022078
345,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1493665471673012
346,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0790254632011056
347,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.07284965198487044
348,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.15634142514318228
349,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.028841742826625705
350,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06957039795815945
351,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.15090829208493234
352,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15502556767314674
353,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.15516014955937862
354,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1511073002591729
355,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.07260924195870758
356,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.15612364187836647
357,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.028932202607393265
358,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.15069318413734437
359,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15587969720363617
360,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15118749542161822
361,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1479772139340639
362,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.037626821221783756
363,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.14955586139112712
364,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06243967586196959
365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07027449398301541
366,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.1570275604724884
367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06301555936224759
368,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.14865343123674393
369,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03288094364106655
370,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.15218531172722577
371,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.15199297498911618
372,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.029528083791956306
373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.009919170476496219
374,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1526300494559109
375,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15254363063722848
376,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1572129899635911
377,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.15393243171274662
378,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15152297932654618
379,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.026650057244114577
380,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1500916562974453
381,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.024365412699989975
382,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.07118748659268022
383,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1515502367168665
384,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.15240348232910036
385,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.06465151333250105
386,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.020287962188012897
387,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1520939391106367
388,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15400325590744615
389,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.15414330251514913
390,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.15461477357894182
391,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.14861214151605964
392,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15222855852916836
393,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.15691810250282287
394,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1506453569047153
395,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.030395036190748216
396,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.025698058726266026
397,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06249744682572782
398,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1542286468669772
399,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0147553876391612
400,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15672277472913265
401,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.07625489011406898
402,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15192674854770302
403,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.15627288334071637
404,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.07074475353583694
405,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07293845564126969
406,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0353483175393194
407,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.157498443685472
408,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.15267474800348282
409,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.151570313423872
410,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.15477078203111888
411,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.06589283323846758
412,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.06412269151769578
413,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15514278654009103
414,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1523715414106846
415,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1538616412319243
416,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07479091072455049
417,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1528811319731176
418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00931161930784583
419,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1521058683283627
420,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1542726380750537
421,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.060768663231283424
422,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14965714942663907
423,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.023667463869787752
424,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.06561615420505404
425,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.03919706698507071
426,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15029526529833676
427,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15317941699177026
428,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.15597644802182914
429,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.15467852279543876
430,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06516900761052966
431,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07694944329559802
432,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.15490346010774375
433,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15085269724950195
434,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017144093743991107
435,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15421533230692147
436,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1541551652364433
437,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15044160485267638
438,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02995975869707763
439,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15446433378383517
440,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.019199532084167005
441,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1546091627329588
442,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15192162785679103
443,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.036757132550701496
444,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.06399238863959908
445,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1556964710354805
446,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15404952876269817
447,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.15458220504224301
448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.15895735323429108
449,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0664111708290875
450,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.15520270466804503
451,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15074515277519823
452,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.15078579168766737
453,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.15426675146445631
454,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.15116846561431885
455,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.15528045566752552
456,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014845847419928759
457,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.14812019504606724
458,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.04150152821093798
459,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14942475836724042
460,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.023376691900193692
461,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07012671483680606
462,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15349702639505267
463,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.02161793995182961
464,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.033198155788704754
465,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.012899671250488609
466,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.035937030566856265
467,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.03832737803459167
468,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.149876665789634
469,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.058396811783313754
470,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.034795964928343893
471,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.06847759555093944
472,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.021091153658926488
473,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.15378347784280777
474,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.017053633963223548
475,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1514440869912505
476,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0683821091428399
477,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.028898046631366015
478,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0681904861703515
479,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07202561548911035
480,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0704870075918734
481,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.15421187784522772
482,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.15341788418591024
483,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07803146168589592
484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009581108682323248
485,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.15453085973858832
486,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03408766160719097
487,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15090477969497443
488,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1529285566881299
489,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.033114095125347374
490,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.030208147130906582
491,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1577364832162857
492,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.15760449338704347
493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0651442976668477
494,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.154875351767987
495,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1525871604681015
496,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.06898739789612592
497,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15844140723347663
498,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15603114049881697
499,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.06609728708863258
500,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1560096126049757
501,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.07242323625832796
502,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07151581575162709
503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.15652182400226594
504,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15458577312529087
505,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.14913704488426446
506,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03183127199299633
507,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07137223845347762
508,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06515838922932744
509,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.15531792100518943
510,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.03294681268744171
511,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15704095736145973
512,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.15162384025752546
513,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.15364638566970826
514,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.15601385701447726
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.061787112755700944
516,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.03180643576197326
517,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15102493837475778
518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03429654571227729
519,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15626513604074715
520,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.15327880457043647
521,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15335007943212986
522,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06518067196011543
523,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.02316598533652723
